measure	title
H.Res. 99	Expressing the condolences of the House of Representatives to the families of the victims of the terrorist attacks in Madrid that occurred one year ago, on March 11, 2004, and expressing deepest sympathy to the individuals injured in those attacks and to the people of the Kingdom of Spain.
H.Res. 100	Providing amounts for the expenses of the Committee on Financial Services in the One Hundred Ninth Congress.
H.Res. 101	Urging the European Union to add Hezbollah to the European Union's wide-ranging list of terrorist organizations.
H.Res. 102	Providing amounts for the expenses of the Committee on Ways and Means in the One Hundred Ninth Congress.
H.Res. 103	Recognizing the importance of honoring the Nation's children and expressing the sense of the House of Representatives that a National Children's Day should be established.
H.Res. 104	Providing amounts for the expenses of the Committee on Homeland Security in the One Hundred Ninth Congress.
H.Res. 105	Providing amounts for the expenses of the Committee on Science in the One Hundred Ninth Congress.
H.Res. 106	Providing amounts for the expenses of the Committee on Rules in the One Hundred Ninth Congress.
H.Res. 107	Providing amounts for the expenses of the Committee on International Relations in the One Hundred Ninth Congress.
H.Res. 108	Commemorating the life of the late Zurab Zhvania, Prime Minister of the Republic of Georgia.
H.Res. 109	Providing amounts for the expenses of the Committee on Small Business in the One Hundred Ninth Congress.
H.Res. 110	Providing amounts for the expenses of the Committee on Education and the Workforce in the One Hundred Ninth Congress.
H.Res. 111	Electing Members to certain standing committees of the House of Representatives.
H.Res. 112	Electing a certain Member to a certain standing committee of the House of Representatives.
H.Res. 113	Providing amounts for the expenses of the Committee on Veterans' Affairs in the One Hundred Ninth Congress.
H.Res. 114	Expressing the sense of the House of Representatives that a postage stamp should be issued honoring American farm women.
H.Res. 115	Expressing the sense of the United States House of Representatives that the United States should adhere to moral and ethical principles of economic justice and fairness in developing and advancing United States international trade treaties, agreements, and investment policies.
H.Res. 116	Creating a select committee to investigate the awarding and carrying out of contracts to conduct activities in Afghanistan and Iraq and to fight the war on terrorism.
H.Res. 117	Providing amounts for the expenses of the Committee on the Budget in the One Hundred Ninth Congress.
H.Res. 118	Providing amounts for the expenses of the Committee on the Judiciary in the One Hundred Ninth Congress.
H.Res. 119	Recognizing the contributions of the United States Marine Corps and other units of the United States Armed Forces on the occasion of the 60th anniversary of the Battle of Iwo Jima during World War II.
H.Res. 120	Commending the outstanding efforts by members of the Armed Forces and civilian employees of the Department of State and the United States Agency for International Development in response to the earthquake and tsunami of December 26, 2004.
H.Res. 121	Amending the Rules of the House of Representatives to strengthen the budget process.
H.Res. 122	Expressing the sense of the House of Representatives regarding the study of languages and supporting the designation of a Year of Languages.
H.Res. 123	Establishing a Select Committee on POW and MIA Affairs.
H.Res. 125	Providing for consideration of the bill (H.R. 841) to require States to hold special elections to fill vacancies in the House of Representatives not later than 45 days after the vacancy is announced by the Speaker of the House of Representatives in extraordinary circumstances, and for other purposes.
H.Res. 126	Providing for consideration of the bill (H.R. 27) to enhance the workforce investment system of the Nation by strengthening one-stop career centers, providing for more effective governance arrangements, promoting access to a more comprehensive array of employment, training, and related services, establishing a targeted approach to serving youth, and improving performance accountability, and for other purposes.
H.Res. 127	Urging the establishment and observation of a legal public holiday in honor of Cesar E. Chavez.
H.Res. 128	Recognizing the 250th anniversary of Laredo, Texas.
H.Res. 129	Providing amounts for the expenses of the Committee on Armed Services in the One Hundred Ninth Congress.
H.Res. 130	Recognizing the contributions of environmental systems and the technicians who install and maintain them to the quality of life of all Americans and supporting the goals and ideals of National Indoor Comfort Week.
H.Res. 131	Amending rule XI of the Rules of the House of Representatives with regard to the procedures of the Committee on Standards of Official Conduct.
H.Res. 132	To express the sense of the House of Representatives that the maximum Pell Grant should be increased to $5,800.
H.Res. 139	Electing a certain Member to a certain standing committee of the House of Representatives.
H.Res. 153	Raising a question of the privileges of the House.
H.Res. 154	Providing for consideration of the concurrent resolution (H. Con. Res. 95) establishing the congressional budget for the United States Government for fiscal year 2006, revising appropriate budgetary levels for fiscal year 2005, and setting forth appropriate budgetary levels for fiscal years 2007 through 2010.
H.Res. 155	Requiring the House of Representatives to take any legislative action necessary to verify the ratification of the Equal Rights Amendment as part of the Constitution when the legislatures of an additional three States ratify the Equal Rights Amendment.
H.Res. 161	Electing a certain Member to a certain standing committee of the House of Representatives.
H.Res. 181	Waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules.
H.Res. 182	Providing for consideration of the bill (S. 686) for the relief of the parents of Theresa Marie Schiavo.
H.Res. 213	Raising a question of the privileges of the House.
H.Res. 233	Recognizing the 60th anniversary of Victory in Europe (V-E) Day during World War II.
H.Res. 234	Providing for consideration of the resolution (H. Res. 131) amending rule XI of the Rules of the House of Representatives with regard to the procedures of the Committee on Standards of Official Conduct.
H.Res. 239	Dismissing the election contest relating to the office of Representative from the Sixth Congressional District of Tennessee.
H.Res. 240	Amending the Rules of the House of Representatives to reinstate certain provisions of the rules relating to procedures of the Committee on Standards of Official Conduct to the form in which those provisions existed at the close of the 108th Congress.
H.Res. 241	Providing for the adoption of the resolution (H. Res. 240) amending the Rules of the House of Representatives to reinstate certain provisions of the rules relating to procedures of the Committee on Standards of Official Conduct to the form in which those provisions existed at the close of the 108th Congress.
H.Res. 242	Waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules.
H.Res. 249	Celebrating the recent discovery of the Ivory-Billed Woodpecker in Eastern Arkansas.
H.Res. 250	Supporting the goals and ideals of National Hepatitis B Awareness Week.
H.Res. 251	Congratulating all of the individuals and organizations on the 15th anniversary of the launch of the Hubble Space Telescope that have helped make Hubble one of the most important astronomical instruments in history.
H.Res. 252	Supporting the goals of National Arson Awareness Week.
H.Res. 253	Raising a question of the privileges of the House.
H.Res. 254	Providing for consideration of the bill (H.R. 366) to amend the Carl D. Perkins Vocational and Technical Education Act of 1998 to strengthen and improve programs under that Act.
H.Res. 255	Providing for consideration of the bill (H.R. 1185) to reform the Federal deposit insurance system, and for other purposes.
H.Res. 264	Electing a certain Member to a certain standing committee of the House of Representatives.
H.Res. 281	Electing a certain Member to a certain standing committee of the House of Representatives.
H.Res. 287	Providing for consideration of the bill (H.R. 2361) making appropriations for the Department of the Interior, environment, and related agencies for the fiscal year ending September 30, 2006, and for other purposes.
H.Res. 307	Electing Members to certain standing committees of the House of Representatives.
H.Res. 310	Raising a question of the privileges of the House.
H.Res. 324	Disapproving the manner in which Representative Sensenbrenner has responded to the minority party's request under rule XI of the House of Representatives for an additional day of oversight hearings on the reauthorization of the USA PATRIOT Act and the manner in which such hearing was conducted.
H.Res. 422	Expressing the profound sorrow of the House of Representatives on the death of the Honorable William H. Rehnquist, Chief Justice of the United States.
H.Res. 425	Expressing the condolences of the Nation to the victims of Hurricane Katrina, commending the resiliency of the people of the States of Louisiana, Mississippi, and Alabama, and committing to stand by them in the relief and recovery effort.
H.Res. 432	Creating a select committee to investigate the awarding and carrying out of contracts to rebuild communities devastated by Hurricane Katrina.
H.Res. 437	To establish the Select Bipartisan Committee to Investigate the Preparation for and Response to Hurricane Katrina.
H.Res. 445	Electing Members to certain standing committees of the House of Representatives.
H.Res. 449	To create a select committee to monitor and investigate the awarding and carrying out of contracts related to the relief and reconstruction efforts in response to Hurricane Katrina.
H.Res. 454	Katrina Emergency Tax Relief Act of 2005
H.Res. 460	Providing for consideration of the bill (H.R. 3764) to establish a National Independent Inquiry Commission on Disaster Preparedness and Response to examine and evaluate the Federal Government's response to Hurricane Katrina and assess its ability to respond to future large-scale disasters.
H.Res. 501	QI, TMA, and Abstinence Programs Extension and Hurricane Katrina Unemployment Relief Act of 2005
H.Res. 510	Supporting the findings of the United Nations International Independent Investigation Commission that is investigating the assassination of former Lebanese Prime Minister Rafik Hariri, condemning the Government of Syria for its apparent involvement in this terrorist attack, and demanding compliance by Syria with United Nations Security Council Resolution 1595.
